"RECFIN_YEAR","RECFIN_MONTH","RECFIN_WEEK","AGENCY","DISTRICT_NAME","RECFIN_MODE_NAME","RECFIN_WATER_AREA_NAME","RECFIN_SUBREGION_NAME","RECFIN_TRIP_TYPE_NAME","SPECIES_NAME","SUM_RETAINED_NUM","SUM_RETAINED_MT","SUM_RELEASED_ALIVE_NUM","SUM_RELEASED_ALIVE_MT","SUM_RELEASED_DEAD_NUM","SUM_RELEASED_DEAD_MT","SUM_TOTAL_MORTALITY_NUM","SUM_TOTAL_MORTALITY_MT"
2014,12,,"C","Channel (Ventura And Santa Barbara Counties)","Party/Charter Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Bank Rockfish",732.55,.2176175719,0,0,91.56875,0,824.11875,.2176175719
2014,12,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Bank Rockfish",9.9042516,.002998701489,0,0,0,0,9.9042516,.002998701489
2014,1,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",18.60725108,.02712339329,31.01208514,.01235050834,0,0,18.60725108,.02712339329
2014,3,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",0,0,13.71835236,.005653796587,0,0,0,0
2014,3,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",0,0,6.973626536,.002874067152,0,0,0,0
2014,4,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",17.12554988,.02216573621,0,0,0,0,17.12554988,.02216573621
2014,4,,"C","Channel (Ventura And Santa Barbara Counties)","Party/Charter Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",27.87244898,.03429065317,0,0,0,0,27.87244898,.03429065317
2014,4,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",0,0,13.68860135,.005714609194,0,0,0,0
2014,5,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",0,0,6.632313918,.002887049504,0,0,0,0
2014,5,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",21.3072162,.02747169982,7.1024054,.003091680557,0,0,21.3072162,.02747169982
2014,6,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",11.48650487,.01471196764,0,0,0,0,11.48650487,.01471196764
2014,6,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Coastal Migratory","Barred Sandbass",17.81215342,.02281388705,0,0,0,0,17.81215342,.02281388705
2014,6,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Inshore","Barred Sandbass",0,0,18.84980148,.008519460422,0,0,0,0
2014,6,,"C","Channel (Ventura And Santa Barbara Counties)","Party/Charter Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",73.3132754,.08997633613,0,0,0,0,73.3132754,.08997633613
2014,7,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",695.9730889,.6322410732,0,0,0,0,695.9730889,.6322410732
2014,7,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",0,0,14.24625082,.006130285364,0,0,0,0
2014,7,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Coastal Migratory","Barred Sandbass",7.127796412,.008947736665,0,0,0,0,7.127796412,.008947736665
2014,7,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",38.52173735,.04835749253,7.704347471,.00331524758,0,0,38.52173735,.04835749253
2014,7,,"C","Channel (Ventura And Santa Barbara Counties)","Party/Charter Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",91.08222473,.1107300281,0,0,0,0,91.08222473,.1107300281
2014,8,,"C","Channel (Ventura And Santa Barbara Counties)","Party/Charter Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",30.60474308,.03720260403,0,0,0,0,30.60474308,.03720260403
2014,8,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",7.675385459,.009635141623,115.1307819,.0475689677,0,0,7.675385459,.009635141623
2014,8,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",153.5401616,.1319773894,0,0,0,0,153.5401616,.1319773894
2014,8,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Inshore","Barred Sandbass",0,0,7.926838753,.003275158306,0,0,0,0
2014,9,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",0,0,14.71416218,.005912734877,0,0,0,0
2014,9,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",15.34735234,.01889573236,0,0,0,0,15.34735234,.01889573236
2014,9,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Inshore","Barred Sandbass",95.82268745,.11797734332,15.97044791,.006417560388,0,0,95.82268745,.11797734332
2014,9,,"C","Channel (Ventura And Santa Barbara Counties)","Party/Charter Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",28.71969697,.03469236625,0,0,0,0,28.71969697,.03469236625
2014,9,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Coastal Migratory","Barred Sandbass",24.8003626,.03053432304,0,0,0,0,24.8003626,.03053432304
2014,10,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",7.204988583,.008870815819,0,0,0,0,7.204988583,.008870815819
2014,10,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",48.43135768,.05962891529,8.071892947,.003221702273,0,0,48.43135768,.05962891529
2014,11,,"C","Channel (Ventura And Santa Barbara Counties)","Party/Charter Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",88.18446977,.1116107156,0,0,0,0,88.18446977,.1116107156
2014,11,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",0,0,6673.7682143,2.1270765318,0,0,0,0
2014,11,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",15.242257692,.019285342456,7.621128846,.003104836717,0,0,15.242257692,.019285342456
2014,12,,"C","Channel (Ventura And Santa Barbara Counties)","Party/Charter Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",45.784375,.05333430771,137.353125,.05198828695,0,0,45.784375,.05333430771
2014,12,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",99.042516,.12531403666,79.2340128,.02999014834,0,0,99.042516,.12531403666
2014,1,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Inshore","Barred Surfperch",1807.828548,.3665614538,516.5224422,.1047318439,0,0,1807.828548,.3665614538
2014,1,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",7702.2008247,2.4260527453,2804.7787094,.51434454589,0,0,7702.2008247,2.4260527453
2014,1,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",686.1186272,.1391197422,228.7062091,.04637324739,0,0,686.1186272,.1391197422
2014,2,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",40812.655848,17.2222233358,26990.187736,4.949501295,0,0,40812.655848,17.2222233358
2014,2,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Inshore","Barred Surfperch",225.4107306,.045705045,788.9375572,.1599676575,0,0,225.4107306,.045705045
2014,3,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Inshore","Barred Surfperch",0,0,456.1416993,.09248883952,0,0,0,0
2014,3,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",2346.7627687,1.0755842827,0,0,0,0,2346.7627687,1.0755842827
2014,4,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",12216.434147,5.0671965801,10383.969025,1.9042278861,0,0,12216.434147,5.0671965801
2014,4,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Inshore","Barred Surfperch",927.231946,.1930386891,168.5876265,.03509794347,0,0,927.231946,.1930386891
2014,5,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",244.63748,.05093062059,0,0,0,0,244.63748,.05093062059
2014,5,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",2155.7613065,.89274079856,1940.1851759,.35579408097,0,0,2155.7613065,.89274079856
2014,6,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",518.667259,.1080743052,518.667259,.1080743052,0,0,518.667259,.1080743052
2014,6,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",7715.3664001,3.1172818719,9581.9873033,1.7571592696,0,0,7715.3664001,3.1172818719
2014,6,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Inshore","Barred Surfperch",112.4153916,.02342391028,168.6230874,.03513586542,0,0,112.4153916,.02342391028
2014,6,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Surfperch",11.48650487,.003756697106,0,0,0,0,11.48650487,.003756697106
2014,7,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Surfperch",0,0,46.22608482,0,0,0,0,0
2014,7,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",33199.606063,9.9986846553,24041.094046,4.4086920506,0,0,33199.606063,9.9986846553
2014,8,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",4641.7694505,1.29606548838,3155.5888808,.57867664372,0,0,4641.7694505,1.29606548838
2014,8,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Inshore","Barred Surfperch",109.8337542,.02288597644,768.8362791,.1602018351,0,0,109.8337542,.02288597644
2014,9,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Inshore","Barred Surfperch",182.3922543,.03800493633,227.9903179,.04750617042,0,0,182.3922543,.03800493633
2014,9,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",34603.134883,8.7937820063,4660.3548664,.8546228975,0,0,34603.134883,8.7937820063
2014,10,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",444.082833,.10185778508,0,0,0,0,444.082833,.10185778508
2014,10,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Inshore","Barred Surfperch",0,0,91.35718151,.02095428931,0,0,0,0
2014,10,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",38293.862621,10.5358870768,76587.725242,14.044772455,2252.5801542,.61975806334,40546.4427752,11.15564514014
2014,11,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Inshore","Barred Surfperch",1112.4664502,.26155656,936.8138528,.2202581557,0,0,1112.4664502,.26155656
2014,11,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",98771.769571,32.927957559,30254.415905,5.5481003751,0,0,98771.769571,32.927957559
2014,11,,"C","Channel (Ventura And Santa Barbara Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",0,0,119.2048142,.02802673386,0,0,0,0
2014,12,,"C","Channel (Ventura And Santa Barbara Counties)","Beach/Bank","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Surfperch",16130.110428,4.0208557897,17067.907545,3.1299386031,0,0,16130.110428,4.0208557897
2014,3,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Anything/Other Species","Bat Ray",0,0,13.94725307,0,0,0,0,0
2014,5,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Anything/Other Species","Bat Ray",6.632313918,.04295977434,0,0,0,0,6.632313918,.04295977434
2014,5,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Bat Ray",0,0,21.3072162,0,0,0,0,0
2014,6,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Inshore","Bat Ray",0,0,25.13306863,0,0,0,0,0
2014,6,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Coastal Migratory","Bat Ray",0,0,29.68692237,0,0,0,0,0
