"RECFIN_YEAR","RECFIN_MONTH","RECFIN_WEEK","AGENCY","DISTRICT_NAME","RECFIN_MODE_NAME","RECFIN_WATER_AREA_NAME","RECFIN_SUBREGION_NAME","RECFIN_TRIP_TYPE_NAME","SPECIES_NAME","SUM_RETAINED_NUM","SUM_RETAINED_MT","SUM_RELEASED_ALIVE_NUM","SUM_RELEASED_ALIVE_MT","SUM_RELEASED_DEAD_NUM","SUM_RELEASED_DEAD_MT","SUM_TOTAL_MORTALITY_NUM","SUM_TOTAL_MORTALITY_MT"
2007,1,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Inshore","Barred Sandbass",0,0,14.964117048,.0052923829073,0,0,0,0
2007,1,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",7.6379347433,0,7.6379347433,.0031315532447,0,0,7.6379347433,0
2007,2,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",87.575980245,.081737581562,0,0,0,0,87.575980245,.081737581562
2007,2,,"C","Channel (Ventura And Santa Barbara Counties)","Party/Charter Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",120,.078775407407,0,0,0,0,120,.078775407407
2007,2,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Inshore","Barred Sandbass",13.90239747,.012975570972,6.9511987352,.0020317138214,0,0,13.90239747,.012975570972
2007,3,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",78.3151362,.050251613511,7.1555538293,.0017672210995,0,0,78.3151362,.050251613511
2007,3,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",7.9423130248,.0050962567886,7.9423130248,.0019615285541,0,0,7.9423130248,.0050962567886
2007,4,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",9.4186225779,.007359328313,0,0,0,0,9.4186225779,.007359328313
2007,4,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",12.425395463,.0097086982601,0,0,0,0,12.425395463,.0097086982601
2007,4,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Inshore","Barred Sandbass",5.9208485402,.0046263100511,0,0,0,0,5.9208485402,.0046263100511
2007,5,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Inshore","Barred Sandbass",15.204736547,.014254440513,0,0,0,0,15.204736547,.014254440513
2007,5,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",13.815163429,.012951715715,42.198666762,.014469430227,0,0,13.815163429,.012951715715
2007,5,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Salmon","Barred Sandbass",73.669353182,.069065018608,0,0,0,0,73.669353182,.069065018608
2007,6,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Coastal Migratory","Barred Sandbass",6.8212973585,.0087358081505,0,0,0,0,6.8212973585,.0087358081505
2007,6,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Anything/Other Species","Barred Sandbass",0,0,6.1938846997,.0023536761859,0,0,0,0
2007,6,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Inshore","Barred Sandbass",6.3899813638,.0081834361333,11.748035098,.0044642533373,0,0,6.3899813638,.0081834361333
2007,6,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",7.4149280226,.0094960511542,13.785137736,.0052383523398,0,0,7.4149280226,.0094960511542
2007,6,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Salmon","Barred Sandbass",0,0,53.492565336,.020327174828,0,0,0,0
2007,6,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Highly Migratory","Barred Sandbass",6.7506973355,.0086453930543,0,0,0,0,6.7506973355,.0086453930543
2007,7,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Inshore","Barred Sandbass",0,0,31.302141333,.0085623813586,0,0,0,0
2007,7,,"C","Channel (Ventura And Santa Barbara Counties)","Private/Rental Boats","Ocean <= 3 Miles","Southern California","Bottomfish","Barred Sandbass",15.429075264,.014252608275,8.0122989758,.0021916826283,0,0,15.429075264,.014252608275
